id,ideology,political_affiliation,race_white,hispanic,gender,income,age,bio
R_bec3NlBD0dog2mV,liberal,lean towards Democrats,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_3BIyL07uLF3HEKV,conservative,am a weak Republican,white,,male,poor,old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am male. Financially, I am poor. In terms of my age, I am old. "
R_agcJWI9cktRQ1md,extremely liberal,am a strong Democrat,white,,female,upper-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_bQlV5tvvGYKK0Hr,slightly liberal,am a strong Democrat,,Hispanic,female,middle-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_2t6geOjaIlLnZAN,slightly liberal,am a weak Democrat,white,,male,,very old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am male. In terms of my age, I am very old. "
R_9AlX0dtXtGIHSnz,slightly liberal,lean towards Democrats,white,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3yjQR9fDNJxVgZ7,conservative,am a weak Republican,white,,female,middle-class,old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_b9s9BR26L1Mr1vD,liberal,am a strong Democrat,white,,female,very poor,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_1HBnZDhpNLRk5fL,slightly conservative,am an independent,white,,male,,old,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am male. In terms of my age, I am old. "
R_6kQNBOplyGKtIJD,moderate,am an independent,white,,female,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_6KCSKFf7gw99r13,extremely liberal,am a strong Democrat,white,Hispanic,female,upper-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_1MJfZzQ3S1SXuLP,extremely conservative,am a strong Republican,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_9zsv3nebRaL2wrb,moderate,am an independent,white,,female,poor,old,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am old. "
R_3R75eHE8TXYvn3T,liberal,am a strong Democrat,white,,female,poor,old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am old. "
R_3OxOcFU6f8Np9yd,liberal,am a strong Democrat,white,,male,poor,very old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_ekCN2bUTfPp7S5L,moderate,am an independent,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_8uE4jkE9Q3Rnn5H,moderate,am an independent,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_2tx1jUDWgw8UABL,liberal,am a weak Democrat,white,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_cvIax4f5aWIvO4J,conservative,am a strong Democrat,white,,male,poor,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_aWZuKqBqVuDoV9P,conservative,lean towards Rebublicans,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_3jvXcMJVB0khaZf,liberal,lean towards Democrats,white,,male,,middle-aged,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. In terms of my age, I am middle-aged. "
R_3NMpowBAzVEubBz,liberal,am a strong Democrat,white,,male,poor,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am young. "
R_38EptKoXH8YDLRr,slightly conservative,lean towards Rebublicans,white,,male,,very old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. In terms of my age, I am very old. "
R_1MJvDjCEbZZqpJb,conservative,am an independent,white,,female,poor,very old,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_6ybTwH1Ztlm5LKZ,moderate,lean towards Democrats,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_9p2EnPIvO9gSZdH,liberal,lean towards Democrats,white,,female,,old,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am female. In terms of my age, I am old. "
R_1ABbuxQQ2CpBDUx,liberal,am a strong Democrat,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_6h4Fg2g5TtC3kdn,slightly conservative,am a weak Republican,white,,male,poor,old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am male. Financially, I am poor. In terms of my age, I am old. "
R_6kVywf3cgz14rqJ,moderate,am a weak Democrat,white,,male,,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. In terms of my age, I am old. "
R_6sACQsGtqhlS1ox,slightly liberal,lean towards Democrats,white,,male,middle-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_5ikS6GUTOWkFqKN,moderate,am a weak Republican,white,,male,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_1ZX6CtGVMPlMQzX,liberal,lean towards Democrats,white,,female,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_2iaXk7RGN0ZU9Jr,moderate,am a weak Democrat,white,,female,,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. In terms of my age, I am young. "
R_0NRqjg0JSOsQyJD,moderate,am a weak Democrat,white,,female,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_8Ju6XtDHQGbM149,liberal,am a weak Democrat,white,,female,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_9LZ5eqzINbx1Yzz,conservative,am a strong Republican,white,,male,poor,old,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am male. Financially, I am poor. In terms of my age, I am old. "
R_bwj3htiwBXfnKzH,slightly liberal,am a strong Democrat,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_7OqEkzBFzjizNjL,liberal,lean towards Rebublicans,white,,male,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Rebublicans. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_5AtU6w0u8wWTm97,slightly liberal,am a weak Republican,white,,male,middle-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_cMWjRiwXVQMqcfP,conservative,am a strong Republican,white,,female,middle-class,old,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_6oiyJNdlwT9GrWt,liberal,am a strong Republican,white,Hispanic,male,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Republican. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_5auhfcmnsAaDHut,conservative,lean towards Democrats,white,,female,middle-class,old,"Ideologically, I describe myself as conservative. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_9KAFdRrAKOQ5zaB,extremely liberal,am a strong Democrat,white,Hispanic,female,middle-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_6AnvNvGj3lWPEpv,moderate,am a weak Republican,white,,male,poor,very old,"Ideologically, I describe myself as moderate. Politically, I am a weak Republican. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_8ljIlBFRVz9UZCt,moderate,am an independent,white,,male,,very old,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. In terms of my age, I am very old. "
R_86uGLfqROYDdyyF,extremely liberal,lean towards Democrats,white,,female,poor,young,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am young. "
R_8BrbEZLVEb47WCN,liberal,am a strong Democrat,white,,female,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_b3XZlG2eTanZnJH,moderate,am a strong Democrat,white,Hispanic,male,middle-class,very old,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_8tXDmUeR4mZGiEZ,moderate,am a weak Democrat,white,,male,,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. In terms of my age, I am young. "
R_9vGiDraG8ocdzLL,conservative,am a strong Republican,white,,male,,very old,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am male. In terms of my age, I am very old. "
R_elzZ3N7SzReyN37,moderate,lean towards Democrats,white,,female,poor,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am young. "
R_bfPCVRkVPchncOh,moderate,am an independent,,Hispanic,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_5gmCJOPuZpODfWB,conservative,am a strong Republican,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_bygxWB2MtLN8Kvb,extremely liberal,am a strong Democrat,white,,female,middle-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_cAc64hlrxX6P8xL,slightly liberal,lean towards Democrats,white,,female,very poor,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_6D2j8xXrXV8P6Cx,extremely conservative,am a strong Republican,white,,female,,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. In terms of my age, I am old. "
R_5mu0inJzkUzsdqB,conservative,am a weak Republican,white,,male,middle-class,very old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_eJRNunRNTZFbUUJ,liberal,lean towards Democrats,white,,female,middle-class,old,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_3qsKnRwLTdVMJ8x,conservative,am a weak Republican,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_bCWebrOAXnePc0t,slightly conservative,am a weak Republican,white,,female,poor,young,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am female. Financially, I am poor. In terms of my age, I am young. "
R_eA12zyXNg9CmEQJ,conservative,am a weak Republican,white,,male,,old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am male. In terms of my age, I am old. "
R_4Np1iSY9TY3Tqsd,conservative,am a strong Democrat,white,,female,middle-class,old,"Ideologically, I describe myself as conservative. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_d5LtjF2mEgLwIIJ,moderate,am a strong Democrat,white,,female,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_8hV7PNohvUFzMkB,liberal,am a strong Democrat,white,,female,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_0001qlHgysxS08B,conservative,am a weak Republican,,Hispanic,male,poor,old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am old. "
R_3EO246Qups9nDy5,moderate,am a weak Republican,white,,female,,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Republican. I am female. In terms of my age, I am young. "
R_5BAqmeXBAFz0TFr,slightly conservative,lean towards Rebublicans,white,,female,middle-class,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_1TBEAnISxCnIov3,slightly liberal,lean towards Democrats,white,,male,middle-class,very old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_4T3dZhBAXuCmUVn,slightly conservative,lean towards Rebublicans,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_eEX9WRGPcBZZSo5,slightly liberal,lean towards Democrats,,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3VqMMGvRd8VBfRX,slightly conservative,am a weak Republican,white,,female,middle-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_cZ2iWGCnIbFO6SF,extremely conservative,am a strong Republican,white,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_egGqXS8su76SasR,slightly liberal,lean towards Rebublicans,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_292opYFTLFSGPyZ,conservative,am a strong Republican,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_8B5ArZjGtWzEklv,slightly conservative,am a weak Republican,white,,male,upper-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am male. Financially, I am upper-class. In terms of my age, I am very old. "
R_4Hi80zokVPTh9Dn,extremely liberal,am a strong Democrat,white,,male,very poor,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_8jGYU7rlppYrpmR,moderate,am a strong Democrat,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_aXcLeHAYuZ6GCZD,extremely liberal,lean towards Democrats,white,,female,middle-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_eyvoTaxrf4jogJv,liberal,am a strong Democrat,white,,female,poor,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am young. "
R_6zmREAgPQsqjQeV,slightly conservative,am a strong Republican,white,,male,upper-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I am a strong Republican. I am male. Financially, I am upper-class. In terms of my age, I am very old. "
R_d6Hmfl5umXGZEwZ,conservative,am a weak Republican,white,,male,,very old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am male. In terms of my age, I am very old. "
R_cZR4vwrjE6isMrH,conservative,lean towards Democrats,white,Hispanic,male,middle-class,old,"Ideologically, I describe myself as conservative. Politically, I lean towards Democrats. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_emqwdzYVyF2lhwp,liberal,am a strong Democrat,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_bvJqMEUrF2nHUNv,moderate,am an independent,white,,male,poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_egrEUKa2YrJV2fz,slightly liberal,lean towards Democrats,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_0iUFltqWjqKZcnX,moderate,am a strong Democrat,white,,male,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_bQ0HVMkeUEUjsxv,extremely conservative,am a strong Republican,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_2hKRPaO69MdwAIJ,conservative,am a strong Republican,white,,female,poor,young,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am young. "
R_8hNTRPHCPG54HcN,moderate,lean towards Rebublicans,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_80bwrFqxwVZAuAR,moderate,am a strong Republican,white,,female,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I am a strong Republican. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_bsGSAm6xfiZd1oV,extremely liberal,am a strong Democrat,white,,male,poor,very old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_6sbTaNF5rp0zLjn,moderate,am a strong Democrat,white,,male,middle-class,very old,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_0lfLVxOjGyuADdP,extremely conservative,am a strong Republican,white,,female,upper-class,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_6tUAbDGzc7EoJyB,liberal,am a strong Democrat,white,,male,very poor,old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am very poor. In terms of my age, I am old. "
R_bOscolwbW2rPqOp,extremely liberal,am a strong Democrat,white,Hispanic,male,middle-class,very old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_0O5iF1SuZknS4Zv,slightly conservative,lean towards Democrats,white,,male,poor,very old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_9uXJK2uYKjmLwNf,moderate,lean towards Democrats,white,,male,,very old,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. In terms of my age, I am very old. "
R_0j6UJpMHBRx0bxr,slightly liberal,am a weak Democrat,white,,female,poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am old. "
R_6rH980pOKpabc2x,slightly liberal,am a strong Democrat,white,,female,poor,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_3E6Y2WRSGKcEF2l,slightly conservative,am a weak Republican,white,,male,upper-class,old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_cTIw82TiJRWuKyN,extremely conservative,am a strong Republican,white,,female,middle-class,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_2ou7QuGAaUCLxTT,liberal,am a weak Republican,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_eeBrwA9w7807R0p,liberal,am a weak Democrat,white,,male,middle-class,old,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_37vngndqmTC91E9,liberal,am a strong Democrat,white,,female,middle-class,very old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_1ZlmykupVW8wJrT,conservative,am an independent,white,,male,upper-class,very old,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am upper-class. In terms of my age, I am very old. "
R_01bAqUhtjvw9r3T,moderate,lean towards Democrats,white,,female,very poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_cwmMBJ6nf1grNTn,extremely conservative,lean towards Rebublicans,white,,male,middle-class,old,"Ideologically, I describe myself as extremely conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_0IJ4BdBsOqNlz5b,moderate,am an independent,white,,female,very poor,old,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_0GLdPfUeBmUNh2Z,slightly liberal,am a strong Democrat,white,,female,middle-class,very old,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_6o5Jtpw3TfUkiRn,extremely conservative,am a strong Republican,white,,male,upper-class,very old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. Financially, I am upper-class. In terms of my age, I am very old. "
R_3JLwZbYfCWIS8ap,liberal,lean towards Democrats,white,,female,poor,very old,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_0ktrVe928HziOLb,moderate,am an independent,white,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_8cZaUOd2000V2Kh,moderate,am an independent,white,,male,very poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_0eWVQRUnHKb7SHX,conservative,am a strong Republican,white,,female,upper-class,old,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_3xbezge3uSNbA3P,moderate,lean towards Rebublicans,white,,male,upper-class,very old,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am male. Financially, I am upper-class. In terms of my age, I am very old. "
R_eWl1zuz8kKProz3,extremely conservative,am a strong Republican,white,,male,,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. In terms of my age, I am old. "
R_9vFDtlpxW3w7KOV,slightly liberal,am an independent,white,,male,middle-class,very old,"Ideologically, I describe myself as slightly liberal. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_0qPEN78cegmoKnb,slightly liberal,am a strong Democrat,white,,female,middle-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_2cug19FxaYDVN6l,moderate,am a strong Democrat,white,,female,upper-class,old,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_839L1Or9vyTxM9v,liberal,am a strong Democrat,white,,female,upper-class,old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_abG5Z0Iqz7IH4S9,liberal,am a strong Democrat,white,,male,middle-class,very old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_9tBvmjla2XlDR9X,extremely conservative,am an independent,white,,male,middle-class,old,"Ideologically, I describe myself as extremely conservative. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_0xgT7nQ4eHNUSOh,moderate,am an independent,,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_6JSp7gBgYzvwE5f,extremely liberal,am a strong Democrat,,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_6J4yQpEAV6CjMmp,moderate,am a weak Democrat,white,,female,,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. In terms of my age, I am old. "
R_0jkOX9ANo8ZUQ4t,liberal,lean towards Democrats,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3LcSi9Zpm0XFjMx,conservative,lean towards Rebublicans,white,,male,upper-class,old,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_6KxMSPt01wSEJ5H,liberal,am a weak Democrat,white,,male,upper-class,old,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_6WgAIhGpiJii5H7,slightly conservative,lean towards Rebublicans,white,,male,,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. In terms of my age, I am old. "
R_cTID5Cevn00xjsF,slightly liberal,am a weak Democrat,white,,female,,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am female. In terms of my age, I am old. "
R_8BA7rctBCweoRHn,liberal,am a weak Democrat,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_79e9KfgajQpaLpH,extremely liberal,am a strong Democrat,,Hispanic,male,middle-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_1XNm7m18QvVC9jT,conservative,am a weak Republican,white,Hispanic,female,poor,old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am old. "
